emnlp24_doc1007|v1_review0_response.itg.json|2	emnlp24_doc1007	fa0a7b3dce362cd81484693f84767898b3eb1e4c616b2832ed33344b492c7659	aa14223f040de4df3d079a7930fad4c54bd4dd2053e5672d354a95191dfbace7	learning>dynamics;models>eg;observed>learning;recently>begun;small>models;used>describe	ARG1_BIGRAM|learning>dynamics;ARG1_BIGRAM|models>eg;ARG1_BIGRAM|observed>learning;ARG1_BIGRAM|recently>begun;ARG1_BIGRAM|small>models;ARG1_BIGRAM|used>describe;ARG1_TOKEN|begun;ARG1_TOKEN|describe;ARG1_TOKEN|dynamics;ARG1_TOKEN|eg;ARG1_TOKEN|learning;ARG1_TOKEN|models;ARG1_TOKEN|observed;ARG1_TOKEN|recently;ARG1_TOKEN|small;ARG1_TOKEN|used
emnlp24_doc1007|v1_review0_response.itg.json|4	emnlp24_doc1007	a9721055e465c7fab6537f95ccef8449c0d6d93856aae1dad3e0e692cb17eaed	599426638d87ce408262d400971defa6a68b1e4caa8b4651256a2d770ab732fe	et>al;godey>et	ARG1_BIGRAM|et>al;ARG1_BIGRAM|godey>et;ARG1_TOKEN|al;ARG1_TOKEN|et;ARG1_TOKEN|godey
emnlp24_doc1007|v1_review0_response.itg.json|5	emnlp24_doc1007	cc131c37a8069310a296d28c7c607a0880237d2b09623b48876b363f4e1067ee	0f39181f8ab45caa715e2d0c256282cc89bfee580602e2705e87f6d73922dbe2	universally>accepted	ARG1_BIGRAM|universally>accepted;ARG1_TOKEN|accepted;ARG1_TOKEN|universally
emnlp24_doc1010|v1_review0_response.itg.json|1	emnlp24_doc1010	4e9b0470af0ffc75ee07dde8dbeb8cdd16372069ebc43f1ed0566bcd9e380bcf	157298ef9356ade129cc7c3780a3c95984df29fc389cc436ca395c645d8d63ee	effectively>reason;given>query;reason>based	ARG1_BIGRAM|effectively>reason;ARG1_BIGRAM|given>query;ARG1_BIGRAM|reason>based;ARG1_TOKEN|based;ARG1_TOKEN|effectively;ARG1_TOKEN|ehragent;ARG1_TOKEN|given;ARG1_TOKEN|query;ARG1_TOKEN|reason
emnlp24_doc1010|v1_review0_response.itg.json|13	emnlp24_doc1010	1f45441c30a346fbe54f96bbf6480203bd921c5a134765325e8192abb4dcad16	56545113ccea05dbf55ad33556230b9437af340516cb5cd89ecc453f9d0256e7	errors>until;final>solution	ARG1_BIGRAM|errors>until;ARG1_BIGRAM|final>solution;ARG1_TOKEN|achieved;ARG1_TOKEN|errors;ARG1_TOKEN|final;ARG1_TOKEN|solution;ARG1_TOKEN|until
emnlp24_doc1010|v1_review0_response.itg.json|17	emnlp24_doc1010	9eaa712d501cfbd62b45c151278d480d1793fd09b02cad3e87fe647296a3b50b	0b32ccf86992c3238bd95f7e6f17d787406e824b74eca257ace61401581ee357	further>questions	ARG1_BIGRAM|further>questions;ARG1_TOKEN|discuss;ARG1_TOKEN|further;ARG1_TOKEN|happy;ARG1_TOKEN|questions
emnlp24_doc1010|v1_review0_response.itg.json|2	emnlp24_doc1010	385114355de0585f1c06eb5d3bbd68a9ba2ae41ada700706930eaebd95c63997	5b57cf90fce51bcfacecf060859939a0a33b9566982567d0d7748e91ead3b878	domain>knowledge;helps>identify;knowledge>most;locate>useful;most>relevant;question>which;references>within;useful>references;which>helps	ARG1_BIGRAM|domain>knowledge;ARG1_BIGRAM|helps>identify;ARG1_BIGRAM|knowledge>most;ARG1_BIGRAM|locate>useful;ARG1_BIGRAM|most>relevant;ARG1_BIGRAM|question>which;ARG1_BIGRAM|references>within;ARG1_BIGRAM|useful>references;ARG1_BIGRAM|which>helps;ARG1_TOKEN|domain;ARG1_TOKEN|ehrs;ARG1_TOKEN|generate;ARG1_TOKEN|helps;ARG1_TOKEN|identify;ARG1_TOKEN|knowledge;ARG1_TOKEN|locate;ARG1_TOKEN|most;ARG1_TOKEN|question;ARG1_TOKEN|references;ARG1_TOKEN|relevant;ARG1_TOKEN|useful;ARG1_TOKEN|which;ARG1_TOKEN|within
emnlp24_doc1010|v1_review0_response.itg.json|3	emnlp24_doc1010	8d2797825c1a00e63b4a407c69fc2f69f3906940dd3231281c9d1317bef9dbbf	7cd14c6fd1d81c51b09f0336c7dd1ba65e2ce68be579081c3de551cf92f7c54b	about>aspirin;drug>aspirin;prescription>table;prescription_name>column;table>under	ARG1_BIGRAM|about>aspirin;ARG1_BIGRAM|drug>aspirin;ARG1_BIGRAM|prescription>table;ARG1_BIGRAM|prescription_name>column;ARG1_BIGRAM|table>under;ARG1_TOKEN|about;ARG1_TOKEN|aspirin;ARG1_TOKEN|column;ARG1_TOKEN|drug;ARG1_TOKEN|ehr;ARG1_TOKEN|ehragent;ARG1_TOKEN|find;ARG1_TOKEN|prescription;ARG1_TOKEN|prescription_name;ARG1_TOKEN|table;ARG1_TOKEN|under
emnlp24_doc1010|v1_review0_response.itg.json|5	emnlp24_doc1010	13975d08415f91ed3ad6fae318faa8459995dc77690bc21c759a0c64dd1dfdf2	9428bbba350a3dda9519f8a0b01b0faba5c3f58c48e4ab1e1b954e448f1c065b	debugging>via;error>tracing;errors>through;final>solution;iterative>steps;reached>refer;section>3.4;steps>until;through>iterative;via>error	ARG1_BIGRAM|debugging>via;ARG1_BIGRAM|error>tracing;ARG1_BIGRAM|errors>through;ARG1_BIGRAM|final>solution;ARG1_BIGRAM|iterative>steps;ARG1_BIGRAM|reached>refer;ARG1_BIGRAM|section>3.4;ARG1_BIGRAM|steps>until;ARG1_BIGRAM|through>iterative;ARG1_BIGRAM|via>error;ARG1_TOKEN|3.4;ARG1_TOKEN|debugging;ARG1_TOKEN|error;ARG1_TOKEN|errors;ARG1_TOKEN|final;ARG1_TOKEN|iterative;ARG1_TOKEN|reached;ARG1_TOKEN|refer;ARG1_TOKEN|section;ARG1_TOKEN|solution;ARG1_TOKEN|steps;ARG1_TOKEN|through;ARG1_TOKEN|tracing;ARG1_TOKEN|until;ARG1_TOKEN|via;DOC_POINTER|section 3.2;DOC_POINTER|section 3.4
emnlp24_doc1010|v1_review0_response.itg.json|8	emnlp24_doc1010	0acd0e1a99e9a52b80110bc48b2e4f98ff6f427a235af01495c37d75bd97db78	10f608a802f4763d2d762035c3ec5a61864edb2b75aeb0a011710afeed8a1d78	complex>multi-tabular;condition>values;e.g>tables;identification>e.g;multi-tabular>reasoning;reference>identification;schema>linking;tables>columns	ARG1_BIGRAM|complex>multi-tabular;ARG1_BIGRAM|condition>values;ARG1_BIGRAM|e.g>tables;ARG1_BIGRAM|identification>e.g;ARG1_BIGRAM|multi-tabular>reasoning;ARG1_BIGRAM|reference>identification;ARG1_BIGRAM|schema>linking;ARG1_BIGRAM|tables>columns;ARG1_TOKEN|columns;ARG1_TOKEN|complex;ARG1_TOKEN|condition;ARG1_TOKEN|e.g;ARG1_TOKEN|effectiveness;ARG1_TOKEN|identification;ARG1_TOKEN|linking;ARG1_TOKEN|multi-tabular;ARG1_TOKEN|reasoning;ARG1_TOKEN|reference;ARG1_TOKEN|schema;ARG1_TOKEN|tables;ARG1_TOKEN|values;DOC_POINTER|table 2;DOC_POINTER|table 7
