emnlp24_doc1007|v1_review0_response.itg.json|2	fa0a7b3dce362cd81484693f84767898b3eb1e4c616b2832ed33344b492c7659	8db377edc88966d90023e55c8632835e9efa5c35641f57b366ee6a75eef7b831	ARG1_BIGRAM|learning>dynamics
emnlp24_doc1007|v1_review0_response.itg.json|2	fa0a7b3dce362cd81484693f84767898b3eb1e4c616b2832ed33344b492c7659	8db377edc88966d90023e55c8632835e9efa5c35641f57b366ee6a75eef7b831	ARG1_BIGRAM|models>eg
emnlp24_doc1007|v1_review0_response.itg.json|2	fa0a7b3dce362cd81484693f84767898b3eb1e4c616b2832ed33344b492c7659	8db377edc88966d90023e55c8632835e9efa5c35641f57b366ee6a75eef7b831	ARG1_BIGRAM|observed>learning
emnlp24_doc1007|v1_review0_response.itg.json|2	fa0a7b3dce362cd81484693f84767898b3eb1e4c616b2832ed33344b492c7659	8db377edc88966d90023e55c8632835e9efa5c35641f57b366ee6a75eef7b831	ARG1_BIGRAM|recently>begun
emnlp24_doc1007|v1_review0_response.itg.json|2	fa0a7b3dce362cd81484693f84767898b3eb1e4c616b2832ed33344b492c7659	8db377edc88966d90023e55c8632835e9efa5c35641f57b366ee6a75eef7b831	ARG1_BIGRAM|small>models
emnlp24_doc1007|v1_review0_response.itg.json|2	fa0a7b3dce362cd81484693f84767898b3eb1e4c616b2832ed33344b492c7659	8db377edc88966d90023e55c8632835e9efa5c35641f57b366ee6a75eef7b831	ARG1_BIGRAM|used>describe
emnlp24_doc1007|v1_review0_response.itg.json|2	fa0a7b3dce362cd81484693f84767898b3eb1e4c616b2832ed33344b492c7659	8db377edc88966d90023e55c8632835e9efa5c35641f57b366ee6a75eef7b831	ARG1_TOKEN|begun
emnlp24_doc1007|v1_review0_response.itg.json|2	fa0a7b3dce362cd81484693f84767898b3eb1e4c616b2832ed33344b492c7659	8db377edc88966d90023e55c8632835e9efa5c35641f57b366ee6a75eef7b831	ARG1_TOKEN|describe
emnlp24_doc1007|v1_review0_response.itg.json|2	fa0a7b3dce362cd81484693f84767898b3eb1e4c616b2832ed33344b492c7659	8db377edc88966d90023e55c8632835e9efa5c35641f57b366ee6a75eef7b831	ARG1_TOKEN|dynamics
emnlp24_doc1007|v1_review0_response.itg.json|2	fa0a7b3dce362cd81484693f84767898b3eb1e4c616b2832ed33344b492c7659	8db377edc88966d90023e55c8632835e9efa5c35641f57b366ee6a75eef7b831	ARG1_TOKEN|eg
emnlp24_doc1007|v1_review0_response.itg.json|2	fa0a7b3dce362cd81484693f84767898b3eb1e4c616b2832ed33344b492c7659	8db377edc88966d90023e55c8632835e9efa5c35641f57b366ee6a75eef7b831	ARG1_TOKEN|learning
emnlp24_doc1007|v1_review0_response.itg.json|2	fa0a7b3dce362cd81484693f84767898b3eb1e4c616b2832ed33344b492c7659	8db377edc88966d90023e55c8632835e9efa5c35641f57b366ee6a75eef7b831	ARG1_TOKEN|models
emnlp24_doc1007|v1_review0_response.itg.json|2	fa0a7b3dce362cd81484693f84767898b3eb1e4c616b2832ed33344b492c7659	8db377edc88966d90023e55c8632835e9efa5c35641f57b366ee6a75eef7b831	ARG1_TOKEN|observed
emnlp24_doc1007|v1_review0_response.itg.json|2	fa0a7b3dce362cd81484693f84767898b3eb1e4c616b2832ed33344b492c7659	8db377edc88966d90023e55c8632835e9efa5c35641f57b366ee6a75eef7b831	ARG1_TOKEN|recently
emnlp24_doc1007|v1_review0_response.itg.json|2	fa0a7b3dce362cd81484693f84767898b3eb1e4c616b2832ed33344b492c7659	8db377edc88966d90023e55c8632835e9efa5c35641f57b366ee6a75eef7b831	ARG1_TOKEN|small
emnlp24_doc1007|v1_review0_response.itg.json|2	fa0a7b3dce362cd81484693f84767898b3eb1e4c616b2832ed33344b492c7659	8db377edc88966d90023e55c8632835e9efa5c35641f57b366ee6a75eef7b831	ARG1_TOKEN|used
emnlp24_doc1007|v1_review0_response.itg.json|4	a9721055e465c7fab6537f95ccef8449c0d6d93856aae1dad3e0e692cb17eaed	b7411aeb3b3941a33ac8737869acfc8dfb37c93bf81fe99909caee742f53d175	ARG1_BIGRAM|et>al
emnlp24_doc1007|v1_review0_response.itg.json|4	a9721055e465c7fab6537f95ccef8449c0d6d93856aae1dad3e0e692cb17eaed	b7411aeb3b3941a33ac8737869acfc8dfb37c93bf81fe99909caee742f53d175	ARG1_BIGRAM|godey>et
emnlp24_doc1007|v1_review0_response.itg.json|4	a9721055e465c7fab6537f95ccef8449c0d6d93856aae1dad3e0e692cb17eaed	b7411aeb3b3941a33ac8737869acfc8dfb37c93bf81fe99909caee742f53d175	ARG1_TOKEN|al
emnlp24_doc1007|v1_review0_response.itg.json|4	a9721055e465c7fab6537f95ccef8449c0d6d93856aae1dad3e0e692cb17eaed	b7411aeb3b3941a33ac8737869acfc8dfb37c93bf81fe99909caee742f53d175	ARG1_TOKEN|et
emnlp24_doc1007|v1_review0_response.itg.json|4	a9721055e465c7fab6537f95ccef8449c0d6d93856aae1dad3e0e692cb17eaed	b7411aeb3b3941a33ac8737869acfc8dfb37c93bf81fe99909caee742f53d175	ARG1_TOKEN|godey
emnlp24_doc1007|v1_review0_response.itg.json|5	cc131c37a8069310a296d28c7c607a0880237d2b09623b48876b363f4e1067ee	b41c89a97e84d42a3d552a0acbf77b971950bc9712a0eaa62914877df07ab150	ARG1_BIGRAM|universally>accepted
emnlp24_doc1007|v1_review0_response.itg.json|5	cc131c37a8069310a296d28c7c607a0880237d2b09623b48876b363f4e1067ee	b41c89a97e84d42a3d552a0acbf77b971950bc9712a0eaa62914877df07ab150	ARG1_TOKEN|accepted
emnlp24_doc1007|v1_review0_response.itg.json|5	cc131c37a8069310a296d28c7c607a0880237d2b09623b48876b363f4e1067ee	b41c89a97e84d42a3d552a0acbf77b971950bc9712a0eaa62914877df07ab150	ARG1_TOKEN|universally
emnlp24_doc1010|v1_review0_response.itg.json|1	4e9b0470af0ffc75ee07dde8dbeb8cdd16372069ebc43f1ed0566bcd9e380bcf	1d02abb0d1a572dacb3a52ce0b40d25b298030133b674719fba6b4588c41124e	ARG1_BIGRAM|effectively>reason
emnlp24_doc1010|v1_review0_response.itg.json|1	4e9b0470af0ffc75ee07dde8dbeb8cdd16372069ebc43f1ed0566bcd9e380bcf	1d02abb0d1a572dacb3a52ce0b40d25b298030133b674719fba6b4588c41124e	ARG1_BIGRAM|given>query
emnlp24_doc1010|v1_review0_response.itg.json|1	4e9b0470af0ffc75ee07dde8dbeb8cdd16372069ebc43f1ed0566bcd9e380bcf	1d02abb0d1a572dacb3a52ce0b40d25b298030133b674719fba6b4588c41124e	ARG1_BIGRAM|reason>based
emnlp24_doc1010|v1_review0_response.itg.json|1	4e9b0470af0ffc75ee07dde8dbeb8cdd16372069ebc43f1ed0566bcd9e380bcf	1d02abb0d1a572dacb3a52ce0b40d25b298030133b674719fba6b4588c41124e	ARG1_TOKEN|based
emnlp24_doc1010|v1_review0_response.itg.json|1	4e9b0470af0ffc75ee07dde8dbeb8cdd16372069ebc43f1ed0566bcd9e380bcf	1d02abb0d1a572dacb3a52ce0b40d25b298030133b674719fba6b4588c41124e	ARG1_TOKEN|effectively
emnlp24_doc1010|v1_review0_response.itg.json|1	4e9b0470af0ffc75ee07dde8dbeb8cdd16372069ebc43f1ed0566bcd9e380bcf	1d02abb0d1a572dacb3a52ce0b40d25b298030133b674719fba6b4588c41124e	ARG1_TOKEN|ehragent
emnlp24_doc1010|v1_review0_response.itg.json|1	4e9b0470af0ffc75ee07dde8dbeb8cdd16372069ebc43f1ed0566bcd9e380bcf	1d02abb0d1a572dacb3a52ce0b40d25b298030133b674719fba6b4588c41124e	ARG1_TOKEN|given
emnlp24_doc1010|v1_review0_response.itg.json|1	4e9b0470af0ffc75ee07dde8dbeb8cdd16372069ebc43f1ed0566bcd9e380bcf	1d02abb0d1a572dacb3a52ce0b40d25b298030133b674719fba6b4588c41124e	ARG1_TOKEN|query
emnlp24_doc1010|v1_review0_response.itg.json|1	4e9b0470af0ffc75ee07dde8dbeb8cdd16372069ebc43f1ed0566bcd9e380bcf	1d02abb0d1a572dacb3a52ce0b40d25b298030133b674719fba6b4588c41124e	ARG1_TOKEN|reason
